ID,LOOPTYPE (0: Single 1: Move),FPS,,,,,,
Player/AttackRight2,0,10,,,,,,
,,,,,,,,
TEXTURE ID,L,T,W,H,X,Y,FlipX,FlipY
graphics/Adventurer.png,0,96,32,32,16,32,0,0
graphics/Adventurer.png,32,96,32,32,16,32,0,0
graphics/Adventurer.png,64,96,32,32,16,32,0,0
graphics/Adventurer.png,96,96,32,32,16,32,0,0
graphics/Adventurer.png,128,96,32,32,16,32,0,0
graphics/Adventurer.png,160,96,32,32,16,32,0,0
graphics/Adventurer.png,192,96,32,32,16,32,0,0
graphics/Adventurer.png,224,96,32,32,16,32,0,0
graphics/Adventurer.png,256,96,32,32,16,32,0,0
graphics/Adventurer.png,288,96,32,32,16,32,0,0
